feature_gene	class_gene	start	end	strand	symbol	locus_tag	feature_interval_length	attributes_gene	feature_product	class_product	product_accession_product	non-redundant_refseq_product	name_product	product_length_product	attributes_product	old_locus_tag
gene	protein_coding	5113431	5114171	-		PP_RS23420	741	old_locus_tag	CDS	with_protein	WP_162490571.1	WP_162490571.1	ScpA family protein	246.0		PP_4498
gene	protein_coding	5114282	5114911	-		PP_RS23425	630	old_locus_tag	CDS	with_protein	WP_014590089.1	WP_014590089.1	L-threonylcarbamoyladenylate synthase	209.0		PP_4499
gene	protein_coding	5114925	5115785	-		PP_RS23430	861	old_locus_tag	CDS	with_protein	WP_010955187.1	WP_010955187.1	PHP domain-containing protein	286.0		PP_4500
gene	protein_coding	5115853	5116446	+		PP_RS23435	594	old_locus_tag	CDS	with_protein	WP_010955188.1	WP_010955188.1	septation protein A	197.0		PP_4501
gene	protein_coding	5116448	5116747	+		PP_RS23440	300	old_locus_tag	CDS	with_protein	WP_003254549.1	WP_003254549.1	YciI family protein	99.0		PP_4502
gene	protein_coding	5116912	5117589	+		PP_RS23445	678	old_locus_tag	CDS	with_protein	WP_003254551.1	WP_003254551.1	response regulator transcription factor	225.0		PP_4503
gene	protein_coding	5117752	5118168	+		PP_RS23450	417	old_locus_tag	CDS	with_protein	WP_010955189.1	WP_010955189.1	hypothetical protein	138.0		PP_4504
gene	protein_coding	5118227	5119567	+		PP_RS23455	1341	old_locus_tag	CDS	with_protein	WP_010955190.1	WP_010955190.1	HAMP domain-containing sensor histidine kinase	446.0		PP_4505
gene	protein_coding	5119698	5120255	-		PP_RS23460	558	old_locus_tag	CDS	with_protein	WP_010955191.1	WP_010955191.1	NAD(P)H nitroreductase	185.0		PP_4506
gene	protein_coding	5120358	5121812	+		PP_RS23465	1455	old_locus_tag	CDS	with_protein	WP_010955192.1	WP_010955192.1	TrkH family potassium uptake protein	484.0		PP_4507
gene	protein_coding	5121769	5122830	-		PP_RS23470	1062	old_locus_tag	CDS	with_protein	WP_010955193.1	WP_010955193.1	AraC family transcriptional regulator	353.0		PP_4508
gene	protein_coding	5122984	5123295	+		PP_RS23475	312	old_locus_tag	CDS	with_protein	WP_003254563.1	WP_003254563.1	DUF962 domain-containing protein	103.0		PP_4509
gene	protein_coding	5123334	5124131	-		PP_RS23480	798	old_locus_tag	CDS	with_protein	WP_003254566.1	WP_003254566.1	UDP-2,3-diacylglucosamine diphosphatase	265.0		PP_4510
gene	protein_coding	5124259	5125026	+		PP_RS23485	768	old_locus_tag	CDS	with_protein	WP_010955194.1	WP_010955194.1	AraC family transcriptional regulator	255.0		PP_4511
gene	protein_coding	5125208	5126098	+		PP_RS23490	891	old_locus_tag	CDS	with_protein	WP_010955195.1	WP_010955195.1	EamA family transporter	296.0		PP_4512
gene	protein_coding	5126099	5126380	-		PP_RS23495	282	old_locus_tag	CDS	with_protein	WP_010955196.1	WP_010955196.1	SelT/SelW/SelH family protein	93.0		PP_4513
gene	protein_coding	5126448	5128634	+		PP_RS23500	2187	old_locus_tag	CDS	with_protein	WP_049587020.1	WP_049587020.1	patatin-like phospholipase family protein	728.0		PP_4514
gene	protein_coding	5128667	5129104	-		PP_RS23505	438	old_locus_tag	CDS	with_protein	WP_010955198.1	WP_010955198.1	MarR family transcriptional regulator	145.0		PP_4515
gene	protein_coding	5129256	5131403	-	recQ	PP_RS23510	2148	old_locus_tag	CDS	with_protein	WP_010955199.1	WP_010955199.1	DNA helicase RecQ	715.0		PP_4516
gene	protein_coding	5131647	5132234	+		PP_RS23515	588	old_locus_tag	CDS	with_protein	WP_010955200.1	WP_010955200.1	YecA family protein	195.0		PP_4517
gene	protein_coding	5132242	5132607	+		PP_RS23520	366	old_locus_tag	CDS	with_protein	WP_010955201.1	WP_010955201.1	YbaN family protein	121.0		PP_4518
gene	protein_coding	5132919	5134277	+		PP_RS23525	1359	old_locus_tag	CDS	with_protein	WP_010955202.1	WP_010955202.1	TolC family outer membrane protein	452.0		PP_4519
gene	protein_coding	5134340	5134939	-		PP_RS23530	600	old_locus_tag	CDS	with_protein	WP_010955203.1	WP_010955203.1	DTW domain-containing protein	199.0		PP_4520
gene	protein_coding	5135004	5136569	-		PP_RS23535	1566	old_locus_tag	CDS	with_protein	WP_010955204.1	WP_010955204.1	PAS domain-containing methyl-accepting chemotaxis protein	521.0		PP_4521
gene	protein_coding	5136708	5137601	-		PP_RS23540	894	old_locus_tag	CDS	with_protein	WP_003254585.1	WP_003254585.1	LysR family transcriptional regulator	297.0		PP_4522
gene	protein_coding	5137826	5138776	+	speB	PP_RS23545	951	old_locus_tag	CDS	with_protein	WP_041166556.1	WP_041166556.1	agmatinase	316.0		PP_4523
gene	protein_coding	5138909	5140288	+		PP_RS23550	1380	old_locus_tag	CDS	with_protein	WP_010955206.1	WP_010955206.1	sodium:solute symporter	459.0		PP_4524
gene	protein_coding	5140415	5140543	-		PP_RS28820	129		CDS	with_protein	WP_009683677.1	WP_009683677.1	PA1414 family protein	42.0		
gene	protein_coding	5140668	5141561	-		PP_RS23555	894	old_locus_tag	CDS	with_protein	WP_010955207.1	WP_010955207.1	LysR family transcriptional regulator	297.0		PP_4525
gene	protein_coding	5141666	5142838	+		PP_RS23560	1173	old_locus_tag	CDS	with_protein	WP_010955208.1	WP_010955208.1	MFS transporter	390.0		PP_4526
gene	protein_coding	5142857	5143783	-		PP_RS23565	927	old_locus_tag	CDS	with_protein	WP_010955209.1	WP_010955209.1	DMT family transporter	308.0		PP_4527
gene	protein_coding	5143889	5144284	-		PP_RS23570	396	old_locus_tag	CDS	with_protein	WP_014590069.1	WP_014590069.1	hypothetical protein	131.0		PP_4528
gene	protein_coding	5144361	5144615	-		PP_RS23575	255	old_locus_tag	CDS	with_protein	WP_004576871.1	WP_004576871.1	BrnA antitoxin family protein	84.0		PP_4529
gene	protein_coding	5144593	5144871	-		PP_RS23580	279	old_locus_tag	CDS	with_protein	WP_010955211.1	WP_010955211.1	BrnT family toxin	92.0		PP_4530
gene	protein_coding	5145087	5145359	+		PP_RS23585	273	old_locus_tag	CDS	with_protein	WP_003254599.1	WP_003254599.1	hypothetical protein	90.0		PP_4531
gene	protein_coding	5145431	5146792	-		PP_RS23590	1362	old_locus_tag	CDS	with_protein	WP_012051553.1	WP_012051553.1	DEAD/DEAH box helicase	453.0		PP_4532
gene	protein_coding	5146896	5148197	+		PP_RS23595	1302	old_locus_tag	CDS	with_protein	WP_010955212.1	WP_010955212.1	mechanosensitive ion channel family protein	433.0		PP_4533
gene	protein_coding	5148270	5148539	-		PP_RS23600	270	old_locus_tag	CDS	with_protein	WP_019471426.1	WP_019471426.1	DUF3077 domain-containing protein	89.0		PP_5695
gene	protein_coding	5148635	5148877	-		PP_RS23605	243	old_locus_tag	CDS	with_protein	WP_010955213.1	WP_010955213.1	hypothetical protein	80.0		PP_4534
gene	protein_coding	5149462	5151465	-		PP_RS23610	2004	old_locus_tag	CDS	with_protein	WP_010955214.1	WP_010955214.1	DUF3732 domain-containing protein	667.0		PP_4535
gene	protein_coding	5151462	5151923	-		PP_RS23615	462	old_locus_tag	CDS	with_protein	WP_049587015.1	WP_049587015.1	three component ABC system middle component	153.0		PP_5696
gene	protein_coding	5151923	5152216	-		PP_RS23620	294	old_locus_tag	CDS	with_protein	WP_051122595.1	WP_051122595.1	hypothetical protein	97.0		PP_5697
gene	pseudogene	5152683	5153294	+		PP_RS23625	612	partial;pseudo;old_locus_tag	CDS	without_protein			mechanosensitive ion channel family protein		partial;pseudo	PP_4536
gene	protein_coding	5153337	5154212	-		PP_RS23630	876	old_locus_tag	CDS	with_protein	WP_003254607.1	WP_003254607.1	carboxylate/amino acid/amine transporter	291.0		PP_4537
gene	protein_coding	5154468	5155067	-		PP_RS23635	600	old_locus_tag	CDS	with_protein	WP_003254608.1	WP_003254608.1	FMN-dependent NADH-azoreductase	199.0		PP_4538
gene	protein_coding	5155179	5155493	-		PP_RS23640	315	old_locus_tag	CDS	with_protein	WP_012051530.1	WP_012051530.1	hypothetical protein	104.0		PP_5698
gene	protein_coding	5155542	5156465	+		PP_RS23645	924	old_locus_tag	CDS	with_protein	WP_003254610.1	WP_003254610.1	LysR family transcriptional regulator	307.0		PP_4539
gene	protein_coding	5156479	5157291	+		PP_RS23650	813	old_locus_tag	CDS	with_protein	WP_010955215.1	WP_010955215.1	alpha/beta hydrolase	270.0		PP_4540
gene	protein_coding	5157285	5157842	+		PP_RS23655	558	old_locus_tag	CDS	with_protein	WP_010955216.1	WP_010955216.1	peptidylprolyl isomerase A	185.0		PP_4541
gene	protein_coding	5157905	5159737	+		PP_RS23660	1833	old_locus_tag	CDS	with_protein	WP_010955217.1	WP_010955217.1	ABC transporter ATP-binding protein	610.0		PP_4542
gene	protein_coding	5159843	5160970	-		PP_RS23665	1128	old_locus_tag	CDS	with_protein	WP_049587010.1	WP_049587010.1	GNAT family N-acetyltransferase	375.0		PP_4543
gene	protein_coding	5161233	5162477	+		PP_RS23670	1245	old_locus_tag	CDS	with_protein	WP_003254615.1	WP_003254615.1	putative porin	414.0		PP_4544
gene	protein_coding	5162678	5163799	-		PP_RS23675	1122	old_locus_tag	CDS	with_protein	WP_049587008.1	WP_049587008.1	beta-ketoacyl-ACP synthase III	373.0		PP_4545
gene	protein_coding	5163974	5167879	-	hrpA	PP_RS23680	3906	old_locus_tag	CDS	with_protein	WP_010955220.1	WP_010955220.1	ATP-dependent RNA helicase HrpA	1301.0		PP_4546
gene	protein_coding	5168383	5169747	+		PP_RS23685	1365	old_locus_tag	CDS	with_protein	WP_010955221.1	WP_010955221.1	glutamine synthetase family protein	454.0		PP_4547
gene	protein_coding	5169772	5171079	+		PP_RS23690	1308	old_locus_tag	CDS	with_protein	WP_010955222.1	WP_010955222.1	FAD-binding oxidoreductase	435.0		PP_4548
gene	protein_coding	5171262	5172959	-	fadD1	PP_RS23695	1698	old_locus_tag	CDS	with_protein	WP_010955223.1	WP_010955223.1	long-chain-fatty-acid--CoA ligase FadD1	565.0		PP_4549
gene	protein_coding	5173291	5174979	-	fadD2	PP_RS23700	1689	old_locus_tag	CDS	with_protein	WP_010955224.1	WP_010955224.1	long-chain-fatty-acid--CoA ligase FadD2	562.0		PP_4550
gene	protein_coding	5175198	5176142	+		PP_RS23705	945	old_locus_tag	CDS	with_protein	WP_010955225.1	WP_010955225.1	alpha/beta hydrolase	314.0		PP_4551
gene	protein_coding	5176177	5176647	+		PP_RS23710	471	old_locus_tag	CDS	with_protein	WP_003254624.1	WP_003254624.1	MaoC family dehydratase	156.0		PP_4552
gene	protein_coding	5176764	5178002	-		PP_RS23715	1239	old_locus_tag	CDS	with_protein	WP_049587004.1	WP_049587004.1	RNA polymerase sigma factor	412.0		PP_4553
gene	protein_coding	5178002	5178487	-		PP_RS23720	486	old_locus_tag	CDS	with_protein	WP_010955227.1	WP_010955227.1	SRPBCC family protein	161.0		PP_4554
gene	protein_coding	5178509	5178853	-		PP_RS23725	345	old_locus_tag	CDS	with_protein	WP_010955228.1	WP_010955228.1	YciI family protein	114.0		PP_4555
gene	protein_coding	5178898	5179323	-		PP_RS23730	426	old_locus_tag	CDS	with_protein	WP_010955229.1	WP_010955229.1	nuclear transport factor 2 family protein	141.0		PP_4556
gene	protein_coding	5179515	5179772	-		PP_RS23735	258	old_locus_tag	CDS	with_protein	WP_003254632.1	WP_003254632.1	DUF2790 domain-containing protein	85.0		PP_4557
gene	protein_coding	5180091	5180495	+		PP_RS23740	405	old_locus_tag	CDS	with_protein	WP_049587000.1	WP_049587000.1	GNAT family N-acetyltransferase	134.0		PP_4558
gene	protein_coding	5180450	5180986	-	def	PP_RS23745	537	old_locus_tag	CDS	with_protein	WP_010955231.1	WP_010955231.1	peptide deformylase	178.0		PP_4559
gene	protein_coding	5180986	5181942	-		PP_RS23750	957	old_locus_tag	CDS	with_protein	WP_010955232.1	WP_010955232.1	YihY/virulence factor BrkB family protein	318.0		PP_4560
gene	protein_coding	5182096	5182275	-		PP_RS23755	180	old_locus_tag	CDS	with_protein	WP_010955233.1	WP_010955233.1	CsbD family protein	59.0		PP_4561
gene	protein_coding	5182511	5182891	+		PP_RS23760	381	old_locus_tag	CDS	with_protein	WP_003254641.1	WP_003254641.1	hypothetical protein	126.0		PP_4562
gene	protein_coding	5182897	5183733	-		PP_RS23765	837	old_locus_tag	CDS	with_protein	WP_010955234.1	WP_010955234.1	S1-like domain-containing RNA-binding protein	278.0		PP_4563
gene	protein_coding	5183864	5184724	+		PP_RS23770	861	old_locus_tag	CDS	with_protein	WP_010955235.1	WP_010955235.1	DUF6279 family lipoprotein	286.0		PP_4564
gene	protein_coding	5184744	5186459	-	aceK	PP_RS23775	1716	old_locus_tag	CDS	with_protein	WP_010955236.1	WP_010955236.1	bifunctional isocitrate dehydrogenase kinase/phosphatase	571.0		PP_4565
gene	protein_coding	5186664	5187539	+		PP_RS23780	876	old_locus_tag	CDS	with_protein	WP_010955237.1	WP_010955237.1	DMT family transporter	291.0		PP_4566
gene	protein_coding	5187553	5188011	+		PP_RS23785	459	old_locus_tag	CDS	with_protein	WP_049586995.1	WP_049586995.1	DUF4265 domain-containing protein	152.0		PP_4567
gene	protein_coding	5188015	5188896	-		PP_RS23790	882	old_locus_tag	CDS	with_protein	WP_003254651.1	WP_003254651.1	DMT family transporter	293.0		PP_4568
gene	protein_coding	5189012	5189173	-		PP_RS28725	162		CDS	with_protein	WP_154070663.1	WP_154070663.1	hypothetical protein	53.0		
gene	protein_coding	5189330	5190265	-		PP_RS23800	936	old_locus_tag	CDS	with_protein	WP_010955240.1	WP_010955240.1	aspartyl/asparaginyl beta-hydroxylase domain-containing protein	311.0		PP_4570
gene	protein_coding	5190439	5191413	-	cysK	PP_RS23805	975	old_locus_tag	CDS	with_protein	WP_010955241.1	WP_010955241.1	cysteine synthase A	324.0		PP_4571
gene	protein_coding	5191546	5192619	+		PP_RS23810	1074	old_locus_tag	CDS	with_protein	WP_010955242.1	WP_010955242.1	DUF748 domain-containing protein	357.0		PP_4572
gene	protein_coding	5192821	5193666	+		PP_RS23815	846	old_locus_tag	CDS	with_protein	WP_003254658.1	WP_003254658.1	MoxR family ATPase	281.0		PP_4573
gene	protein_coding	5193680	5194858	+		PP_RS23820	1179	old_locus_tag	CDS	with_protein	WP_010955243.1	WP_010955243.1	VWA domain-containing protein	392.0		PP_4574
gene	protein_coding	5194911	5195828	-		PP_RS23825	918	old_locus_tag	CDS	with_protein	WP_010955244.1	WP_010955244.1	biotin-dependent carboxyltransferase family protein	305.0		PP_4575
gene	protein_coding	5195825	5196511	-	pxpB	PP_RS23830	687	old_locus_tag	CDS	with_protein	WP_049586992.1	WP_049586992.1	5-oxoprolinase subunit PxpB	228.0		PP_4576
gene	protein_coding	5196511	5197287	-		PP_RS23835	777	old_locus_tag	CDS	with_protein	WP_010955246.1	WP_010955246.1	5-oxoprolinase subunit PxpA	258.0		PP_4577
gene	protein_coding	5197297	5198583	-		PP_RS23840	1287	old_locus_tag	CDS	with_protein	WP_010955247.1	WP_010955247.1	MFS transporter	428.0		PP_4578
gene	protein_coding	5198714	5199625	+		PP_RS23845	912	old_locus_tag	CDS	with_protein	WP_010955248.1	WP_010955248.1	LysR family transcriptional regulator	303.0		PP_4579
gene	protein_coding	5199698	5200219	-		PP_RS23850	522	old_locus_tag	CDS	with_protein	WP_010955249.1	WP_010955249.1	DUF2937 family protein	173.0		PP_4580
gene	protein_coding	5200229	5201002	-		PP_RS23855	774	old_locus_tag	CDS	with_protein	WP_010955250.1	WP_010955250.1	class II glutamine amidotransferase	257.0		PP_4581
gene	protein_coding	5201017	5201514	-		PP_RS23860	498	old_locus_tag	CDS	with_protein	WP_010955251.1	WP_010955251.1	hypothetical protein	165.0		PP_4582
gene	protein_coding	5201694	5203736	+		PP_RS23865	2043	old_locus_tag	CDS	with_protein	WP_010955252.1	WP_010955252.1	S9 family peptidase	680.0		PP_4583
gene	protein_coding	5203785	5204063	-		PP_RS23870	279		CDS	with_protein	WP_049586991.1	WP_049586991.1	hypothetical protein	92.0		
gene	protein_coding	5204196	5204567	+		PP_RS23875	372	old_locus_tag	CDS	with_protein	WP_003254676.1	WP_003254676.1	YajD family HNH nuclease	123.0		PP_4584
gene	protein_coding	5204639	5205109	+		PP_RS23880	471	old_locus_tag	CDS	with_protein	WP_010955253.1	WP_010955253.1	RNA methyltransferase	156.0		PP_4585
gene	protein_coding	5205224	5206432	-		PP_RS23885	1209	old_locus_tag	CDS	with_protein	WP_010955254.1	WP_010955254.1	hypothetical protein	402.0		PP_4586
gene	protein_coding	5206474	5206923	-		PP_RS23890	450	old_locus_tag	CDS	with_protein	WP_014590031.1	WP_014590031.1	YcgN family cysteine cluster protein	149.0		PP_4587
gene	protein_coding	5207069	5207662	+		PP_RS23895	594	old_locus_tag	CDS	with_protein	WP_010955256.1	WP_010955256.1	nitroreductase family protein	197.0		PP_4588
gene	protein_coding	5207776	5208708	-		PP_RS23900	933	old_locus_tag	CDS	with_protein	WP_010955257.1	WP_010955257.1	D-2-hydroxyacid dehydrogenase	310.0		PP_4589
gene	protein_coding	5208711	5209004	-		PP_RS23905	294	old_locus_tag	CDS	with_protein	WP_010955258.1	WP_010955258.1	YcgL domain-containing protein	97.0		PP_4590
gene	protein_coding	5209001	5210134	-	rnd	PP_RS23910	1134	old_locus_tag	CDS	with_protein	WP_010955259.1	WP_010955259.1	ribonuclease D	377.0		PP_4591
gene	protein_coding	5210312	5211949	-		PP_RS23915	1638	old_locus_tag	CDS	with_protein	WP_010955260.1	WP_010955260.1	phosphoethanolamine--lipid A transferase	545.0		PP_4592
gene	protein_coding	5212200	5212436	+		PP_RS23920	237	old_locus_tag	CDS	with_protein	WP_010955261.1	WP_010955261.1	YdcH family protein	78.0		PP_4593
gene	protein_coding	5212530	5213711	-		PP_RS23925	1182	old_locus_tag	CDS	with_protein	WP_010955262.1	WP_010955262.1	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	393.0		PP_4594
gene	protein_coding	5213804	5214265	+		PP_RS23930	462	old_locus_tag	CDS	with_protein	WP_049586986.1	WP_049586986.1	Lrp/AsnC family transcriptional regulator	153.0		PP_4595
gene	protein_coding	5214375	5216705	-		PP_RS23935	2331	old_locus_tag	CDS	with_protein	WP_010955264.1	WP_010955264.1	FdhF/YdeP family oxidoreductase	776.0		PP_4596
gene	protein_coding	5216928	5217932	+	moaA	PP_RS23940	1005	old_locus_tag	CDS	with_protein	WP_003254695.1	WP_003254695.1	GTP 3',8-cyclase MoaA	334.0		PP_4597
gene	protein_coding	5217953	5218852	+		PP_RS23945	900	old_locus_tag	CDS	with_protein	WP_010955265.1	WP_010955265.1	bestrophin family protein	299.0		PP_4598
gene	protein_coding	5219101	5220066	+		PP_RS23950	966	old_locus_tag	CDS	with_protein	WP_010951808.1	WP_010951808.1	IS110-like element ISPpu10 family transposase	321.0		PP_4599
gene	protein_coding	5220215	5220733	-	moaB	PP_RS23955	519	old_locus_tag	CDS	with_protein	WP_003254698.1	WP_003254698.1	molybdenum cofactor biosynthesis protein B	172.0		PP_4600
gene	protein_coding	5220875	5221762	+		PP_RS23960	888	old_locus_tag	CDS	with_protein	WP_010955266.1	WP_010955266.1	LysR family transcriptional regulator	295.0		PP_4601
gene	protein_coding	5221750	5222532	-		PP_RS23965	783	old_locus_tag	CDS	with_protein	WP_049588297.1	WP_049588297.1	AraC family transcriptional regulator	260.0		PP_4602
gene	protein_coding	5222968	5224296	-		PP_RS23970	1329	old_locus_tag	CDS	with_protein	WP_010952293.1	WP_010952293.1	IS110-like element ISPpu9 family transposase	442.0		PP_4603
gene	protein_coding	5224675	5225577	-		PP_RS23975	903	old_locus_tag	CDS	with_protein	WP_010955268.1	WP_010955268.1	EamA family transporter	300.0		PP_4604
gene	protein_coding	5225763	5226638	+		PP_RS23980	876	old_locus_tag	CDS	with_protein	WP_010955269.1	WP_010955269.1	AraC family transcriptional regulator	291.0		PP_4605
gene	protein_coding	5226668	5229058	-		PP_RS23985	2391	old_locus_tag	CDS	with_protein	WP_010955270.1	WP_010955270.1	TonB-dependent receptor	796.0		PP_4606
gene	protein_coding	5229234	5230214	-		PP_RS23990	981	old_locus_tag	CDS	with_protein	WP_010955271.1	WP_010955271.1	FecR domain-containing protein	326.0		PP_4607
gene	protein_coding	5230211	5230786	-		PP_RS23995	576	old_locus_tag	CDS	with_protein	WP_010955272.1	WP_010955272.1	sigma-70 family RNA polymerase sigma factor	191.0		PP_4608
gene	protein_coding	5230792	5231118	-		PP_RS24000	327	old_locus_tag	CDS	with_protein	WP_010955273.1	WP_010955273.1	DUF3325 domain-containing protein	108.0		PP_4609
gene	protein_coding	5231118	5232695	-		PP_RS24005	1578	old_locus_tag	CDS	with_protein	WP_049587057.1	WP_049587057.1	PepSY-associated TM helix domain-containing protein	525.0		PP_4610
gene	protein_coding	5232692	5232997	-		PP_RS24010	306	old_locus_tag	CDS	with_protein	WP_049587058.1	WP_049587058.1	DUF3649 domain-containing protein	101.0		PP_5699
gene	protein_coding	5233137	5233649	+		PP_RS24015	513	old_locus_tag	CDS	with_protein	WP_010955275.1	WP_010955275.1	sigma-70 family RNA polymerase sigma factor	170.0		PP_4611
gene	protein_coding	5233646	5234572	+		PP_RS24020	927	old_locus_tag	CDS	with_protein	WP_010955276.1	WP_010955276.1	FecR family protein	308.0		PP_4612
